车牌	VIN	ICCID	最后通讯时间	最后有效里程	电压	最后有效总电压上传时间	最后经度	最后纬度
吉400262	LGHC4V1D8JE400262	89860117795950220364	20180712115931	472.0	534.4	20180712115931	113.778035	22.726617
吉400261	LGHC4V1D6JE400261	89860117795950224887	20180712111523	277.0	566.0	20180711163540	113.825657	22.673078
吉400260	LGHC4V1D4JE400260	89860117795950220729	20180712115951	917.0	530.0	20180712115951	114.350408	22.733143
川RVB872	LGHC4V1DXHE200896	89860117795910148911	20180712104642	32683.0	565.5	20180712104642	106.09126	30.73864
川RVB971	LGHC4V1D1HE200897	89860117795910149760	20180712093506	4647.0	573.1	20180709092200	106.483353	29.500393
川RVB572	LGHC4V1D3HE200898	89860117795910149349	20180712065905	4514.0	565.6	20180710185225	118.651132	31.949267
川RVB672	LGHC4V1D5HE200899	89860117735910499237	20180712112236	32636.0	565.2	20180712112236	106.091303	30.738562
皖AD23613	LGHC4V1D6HE203696	89860117750004322211	20180712032316	44.0	564.6	20180707150330	117.425132	31.834158
川AD08787	LGHC4V1D5HE203088	89860117750004327400	20180712014048	13089.0	592.8	20180709133001	104.163737	30.677183
川AD08859	LMPG2KAB7HE205957	89860117795950237335	20180712115953	4519.0	588.7	20180712115953	104.121962	30.940375
川AD15131	LMPG2KAB6HE205965	89860117750004330883	20180712115943	2802.0	587.8	20180712115943	104.042143	30.712153
川AD02354	LMPG2KABXHE205970	89860117795950238499	20180712115934	4667.0	591.8	20180712115934	104.101582	30.634762
川AD17099	LGHC4V1D8HE204431	89860117750004323961	20180712115937	14611.0	559.7	20180712115937	104.077912	30.61688
川AD16538	LGHC4V1D0HE203001	89860117750004328887	20180712115935	15842.0	569.6	20180712115935	104.097803	30.810488
川AD06132	LGHC4V1D5HE203009	89860117750004316189	20180712070754	5326.0	595.6	20180712070754	103.86484	30.547943
川AD04856	LGHC4V1D7HE203013	89860117750004317914	20180712115957	14872.0	564.6	20180712115957	104.075483	30.593155
川AD17038	LGHC4V1D6HE204444	89860117750004330636	20180712115942	24222.0	548.5	20180712115942	104.0578	30.597535
川AD13278	LGHC4V1D3HE204451	89860117750004331253	20180712115936	20592.0	557.1	20180712115936	103.981113	30.628533
鄂AD13881	LGHC4V1D3HE204742	89860117750004330875	20180712115959	5188.0	575.5	20180712115959	114.057232	30.436263
陕A5D9B3	LGHC4V1D9HE202851	89860117795950235644	20180712112628	12382.0	586.3	20180712112628	109.065213	34.323797
陕A0D3W5	LGHC4V1D0HE203063	89860117750004315397	20180712115943	10237.0	567.7	20180712115943	108.96668	34.368318
陕A2D7H1	LGHC4V1D3HE203154	89860117750004315892	20180712044439	72.0	565.2	20180711164243	108.9943	34.373533
陕A0D3X2	LGHC4V1D0HE203161	89860117750004325586	20180712114702	106.0	575.3	20180712114702	108.894922	34.191713
鄂AD11770	LGHC4V1D2HE204800	89860117795950231460	20180712073427	69.0	530.2	20180630184431	114.50926	30.603077
鄂AD11979	LGHC4V1D6HE204847	89860117795950233730	20180712115936	4516.0	590.0	20180712115936	114.581023	30.747922
桂AD06320	LGHC4V1D9HE204907	89860117795950236931	20180712114732	5501.0	572.0	20180712114732	108.332912	22.73491
陕A2D5W1	LGHC4V1DXHE203250	89860117750004318631	20180712095015	133.0	537.0	20180615195408	108.848257	34.367867
陕A2D5M3	LGHC4V1D1HE203279	89860117750004316098	20180712115946	6107.0	541.8	20180712115946	108.966895	34.252687
川R70086	LGKALX3T5HE610011	89860117796000438899	20180712115933	37992.0	558.2	20180712115933	106.078077	30.837483
桂AD00987	LGHC4V1D9HE204888	89860117795950230280	20180712115951	2437.0	540.3	20180712115951	106.571695	24.363117
云GD09969	LGHC4V1D5HE204886	89860117795950230348	20180712105526	43292.0	574.2	20180711105112	103.270692	23.72397
云GD09992	LGHC4V1D8HE204882	89860117795950236360	20180712115940	42806.0	525.5	20180712115940	103.80608	25.480355
皖BD00858	LGHC4V1D0HE204665	89860117750004324258	20180712004535	28.0	562.6	20180623112342	118.31119	30.912263
皖BD07766	LGHC4V1D6HE204671	89860117750004335460	20180712011121	31.0	563.3	20180623114936	118.311198	30.912487
皖BD00000	LGHC4V1D7HE204677	89860117795950229951	20180712044519	63.0	572.5	20180628154520	118.311423	30.912093
陕A0D4N2	LGHC4V1D5HE205973	89860117795950230496	20180712024928	185.0	564.0	20180711144727	108.994427	34.373622
陕A0D5A4	LGHC4V1D3HE205986	89860117795950235206	20180712042742	2951.0	572.1	20180710162107	108.942755	34.136785
陕A6D2J5	LGHC4V1D8HE205997	89860117750004321742	20180712072631	47.0	564.3	20180510145411	109.055597	34.358763
津AD31717	LGHC4V1D8HE204770	89860117795950232575	20180712111406	500.0	517.8	20180414164834	115.076272	38.008317
津AD27579	LGHC4V1D7HE204792	89860117795950232419	20180712061950	67.0	582.7	20180613161438	117.026328	39.108263
贵AD02861	LGHC4V1D3HE202067	89860117796000438238	20180712052516	217.0	572.0	20180706170116	106.585237	26.631547
川A1R45D	LGHC4V1D8HE202078	89860117796000439194	20180712114256	20325.0	570.0	20180712114256	103.929878	30.641945
川A4S2A0	LGHC4V1D1HE202083	89860117796000439095	20180711130237	27756.0	573.5	20180704123101	103.97134	30.55952
川AD15062	LGHC4V1D5HE203348	89860117750004317104	20180712115946	25186.0	525.5	20180712115946	104.14926	30.904147
陕A8C0U7	LGHC4V1D9HE203451	89860117750004320280	20180623110947	82.0	0.0	20180613102614	109.03675	34.20731
川AD18426	LMPG2KAB9HE205720	89860117795950232740	20180712115054	13878.0	588.7	20180712115054	104.131367	30.803815
川AD00849	LMPG2KAB4HE205883	89860117795950232625	20180712115936	9271.0	597.8	20180712115936	103.977685	30.496095
川AD15556	LGHC4V1D4HE203616	89860117750004317740	20180712115940	17823.0	565.2	20180712115940	103.960408	30.509303
川AD00066	LGHC4V1D1HE203623	89860117750004317476	20180712115956	19481.0	560.8	20180712115956	103.967062	30.601037
川AD08914	LGHC4V1D5HE203415	89860117750004334182	20180712113835	9983.0	572.3	20180712113835	104.052173	30.759982
川A28Y7Q	LGHC4V1D3HE202179	89860117796000558662	20180712115950	38829.0	566.1	20180712115950	103.897077	30.617048
粤AD05565	LGHC4V1D4HE202725	89860117750004338191	20180712065659	172.0	0.0	20180528154148	113.303317	23.314327
粤A5Z3T9	LGHC4V1D8HE202730	89860117750004312550	20180712102937	175.0	553.2	20180703094954	113.303317	23.314393
豫AD36050	LGHC4V1D0HE202849	89860117750004327483	20180712114354	123.0	579.8	20180709113036	113.754957	34.871447
豫AD55930	LGHC4V1D1HE202861	89860117750004319688	20180712005525	114.0	521.0	20180709124427	113.754417	34.871597
豫AD55181	LGHC4V1D4HE202871	89860117750004318359	20180712075339	120.0	586.5	20180620181857	113.755022	34.871632
吉400350	LGHC4V1D5JE400350	89860117795950228490	20180712115953	4695.0	546.8	20180712115953	103.964585	30.674465
吉400359	LGHC4V1D1JE400359	89860117795950226197	20180712115937	3086.0	542.7	20180712115937	104.07047	30.576612
吉400360	LGHC4V1D8JE400360	89860117795950220224	20180712115958	1358.0	539.1	20180712115958	104.254268	30.940533
吉400366	LGHC4V1D9JE400366	89860117795950228540	20180712115641	10605.0	0.0	20180712115511	103.651588	31.021647
吉400369	LGHC4V1D4JE400369	89860117795950077525	20180712115940	3383.0	566.0	20180712115940	104.06629	30.557992
吉400370	LGHC4V1D0JE400370	89860117795950224051	20180712114345	2036.0	588.6	20180712093800	104.183688	30.53308
吉400371	LGHC4V1D2JE400371	89860117795950221040	20180712115452	3407.0	539.2	20180712115322	103.862718	30.71189
吉400372	LGHC4V1D4JE400372	89860117795950224523	20180712115942	3989.0	557.0	20180712115942	104.083588	30.786968
吉400373	LGHC4V1D6JE400373	89860117795950224044	20180712115516	6100.0	0.0	20180712115346	104.103332	30.664987
吉400235	LGHC4V1D5JE400235	89860117795950221917	20180712110411	8100.0	510.6	20180711161907	104.027375	30.514955
吉400236	LGHC4V1D7JE400236	89860117795950222162	20180712105957	9160.0	0.0	20180711161800	104.027322	30.514933
吉400237	LGHC4V1D9JE400237	89860117795950222659	20180712115957	6861.0	573.5	20180712115957	104.016948	30.702843
川A6J7K1	LGHC4V1D5HE201082	89860117795910148473	20180712115938	22334.0	563.3	20180712115938	104.071578	30.664637
川A7T05F	LGHC4V1D7HE201083	89860117795910149265	20180711133317	22603.0	553.1	20180711133317	103.847635	30.879137
川A7D52X	LGHC4V1DXHE201093	89860117795910149026	20180712115955	17331.0	577.2	20180712115955	103.86195	30.81189
川AB7Y20	LGHC4V1D7HE201150	89860117795910148549	20180712034411	30923.0	572.7	20180712034411	103.896037	30.617548
川A9N75R	LGHC4V1D9HE201151	89860117795910149513	20180712115938	61018.0	572.3	20180712115938	104.074678	30.65539
川A42BH8	LGHC4V1D2HE201153	89860117795910148051	20180712114308	17826.0	560.5	20180712114308	104.18125	30.556848
川A7G5M1	LGHC4V1D6HE201155	89860117735910499187	20180712001909	36531.0	611.0	20180712001909	103.96019	30.55169
川A2TV95	LGHC4V1D1HE201130	89860117795910148960	20180712102819	31669.0	570.0	20180712102819	103.897563	30.6176
川A37ZS0	LGHC4V1D0HE201197	89860117795910149067	20180712082314	36505.0	598.2	20180712082314	106.049245	30.760075
川A61X1B	LGHC4V1D6HE201253	89860117735910498981	20180712115936	36201.0	561.8	20180712115936	104.14854	30.83297
粤BD79723	LGHC4V1D0HE205363	89860117750004310109	20180712091942	1110.0	538.0	20180712091942	113.921243	22.721053
粤BD73635	LGHC4V1D6HE205366	89860117750004314531	20180712022334	121.0	549.1	20180607115234	114.193993	22.632443
粤BD42519	LGHC4V1D1HE205372	89860117750004312048	20180712102421	98.0	576.2	20180602193141	114.194195	22.632303
粤BD71350	LGHC4V1D0HE205377	89860117750004339017	20180712061609	91.0	571.3	20180603152852	114.193945	22.632888
粤BD48435	LGHC4V1D4HE205382	89860117750004310752	20180712115954	2824.0	565.8	20180712115954	113.973907	22.68082
浙AJ52W8	LGHC4V1D5HE203494	89860117750004317971	20180712081145	37.0	572.0	20180511154411	120.04581	30.31403
浙AN17H7	LGHC4V1D0HE203502	89860117750004316908	20180712065831	61.0	562.9	20180620172528	120.045635	30.314327
琼AD03199	LGHC4V1D5HE203561	89860117750004318151	20180609034950	47.0	571.8	20180420121334	110.35836	20.050657
琼AD09095	LGHC4V1D6HE203567	89860117750004325040	20180712074657	43.0	565.6	20180608172105	110.358273	20.050602
粤BD41265	LGHC4V1D8HE205403	89860117750004310554	20180712115949	541.0	554.2	20180712115949	114.238243	22.652987
粤BD46786	LGHC4V1D7HE205408	89860117750004313319	20180712110649	149.0	573.4	20180712110649	114.193757	22.631137
粤BD46758	LGHC4V1D0HE205413	89860117750004312840	20180712012735	8538.0	541.8	20180711132524	114.194018	22.632897
粤BD71356	LGHC4V1DXHE205418	89860117750004313269	20180712115937	4742.0	523.1	20180712115937	113.905058	22.556193
琼AD09801	LGHC4V1D1HE203573	89860117750004326469	20180612004353	0.0	569.0	20180110104006	110.358303	20.050838
苏AD31676	LGHC4V1D6HE203522	89860117750004325529	20180712024752	422.0	567.0	20180601115218	118.815713	31.83144
粤BD41515	LGHC4V1D1HE205422	89860117750004312055	20180712101116	169.0	578.0	20180710220454	114.29658	22.679457
粤BD73310	LGHC4V1D6HE205321	89860117750004339512	20180712091322	90.0	561.7	20180712091322	114.296372	22.679402
粤BD78631	LGHC4V1D2HE205316	89860117795950228425	20180712111303	3833.0	589.2	20180712111303	113.834722	22.640792
粤BD79713	LGHC4V1D1HE205307	89860117750004310513	20180712035804	78.0	541.0	20180707153832	114.193805	22.631207
粤BD42825	LGHC4V1D2HE205302	89860117750004310257	20180712104038	111.0	564.4	20180712104038	114.193762	22.631318
吉400008	LGHC4V1D5JE400008	89860117795950238416	20180712112622	2107.0	557.2	20180712112453	108.821525	34.333323
吉400510	LGHC4V1D1JE400510	89860117795950231932	20180712115345	4814.0	6.6	20180712084546	104.19573	31.333287
吉400516	LGHC4V1D2JE400516	89860117795950220802	20180712115943	4531.0	565.1	20180712115943	104.024867	30.671967
吉400520	LGHC4V1D4JE400520	89860117795950221693	20180712115211	1698.0	0.0	20180712115041	103.92184	30.59015
吉400521	LGHC4V1D6JE400521	89860117795950238853	20180712113052	6533.0	0.0	20180712102738	104.049398	30.781182
吉400524	LGHC4V1D1JE400524	89860117795950221446	20180712115948	8458.0	528.0	20180712115948	103.59883	30.67351
吉400537	LGHC4V1DXJE400537	89860117795950075453	20180712115643	8500.0	0.0	20180712113047	103.93054	30.794685
吉400543	LGHC4V1D5JE400543	89860117795950078135	20180712115942	8923.0	570.0	20180712115942	104.250223	30.84042
吉430246	LMPG3KAB0JA430246	89860117795950085387	20180712085045	63.0	539.7	20180702200842	104.124748	30.795715
吉400501	LGHC4V1D0JE400501	89860117795950238564	20180712115946	4581.0	571.0	20180712115946	104.080325	30.657238
吉400503	LGHC4V1D4JE400503	89860117795950233904	20180712115935	3129.0	549.9	20180712115935	104.171127	30.687983
吉400509	LGHC4V1D5JE400509	89860117795950075495	20180712113625	1703.0	0.0	20180712113455	104.088018	30.681525
吉400515	LGHC4V1D0JE400515	89860117795950220737	20180712115921	529.0	535.6	20180712115751	104.17676	30.53125
吉400519	LGHC4V1D8JE400519	89860117795950223301	20180712115953	2831.0	0.0	20180712115823	104.254958	30.940315
吉400529	LGHC4V1D0JE400529	89860117795950221081	20180712113632	61.0	552.6	20180712093046	103.964738	30.534588
吉400530	LGHC4V1D7JE400530	89860117795950220992	20180712111038	1481.0	555.0	20180710102622	103.964925	30.535022
吉400548	LGHC4V1D4JE400548	89860117795950075685	null	null	null	null	null	null
吉400549	LGHC4V1D6JE400549	89860117795950078333	20180712115149	3079.0	0.0	20180712115019	104.057425	30.651727
吉400184	LGHC4V1D3JE400184	89860117795950224077	20180712115937	4402.0	520.9	20180712115937	113.50116	23.47372
吉400196	LGHC4V1DXJE400196	89860117795950077343	20180712115231	1302.0	588.2	20180628151356	113.508848	23.11335
吉400203	LGHC4V1D3JE400203	89860117795950221420	20180712112601	408.0	567.8	20180710113735	113.262712	23.343088
吉400206	LGHC4V1D9JE400206	89860117795950221487	20180712115230	3714.0	0.0	20180712115100	113.510923	23.1157
吉400474	LGHC4V1D1JE400474	89860117795950236139	20180712111047	2147.0	556.2	20180712100717	104.01213	30.709748
吉400482	LGHC4V1D0JE400482	89860117795950224333	20180712120000	6825.0	558.8	20180712120000	104.049705	30.632648
吉400492	LGHC4V1D3JE400492	89860117795950227518	20180712115940	4450.0	528.7	20180712115940	103.966943	30.558187
吉400494	LGHC4V1D7JE400494	89860117795950075917	20180712115938	7172.0	581.8	20180712115938	103.963498	30.552573
吉400499	LGHC4V1D6JE400499	89860117795950076089	20180712115938	3228.0	558.6	20180712115938	104.179562	30.595463
吉400526	LGHC4V1D5JE400526	89860117795950076006	20180712113046	2641.0	547.4	20180712112637	103.995673	30.489642
吉400532	LGHC4V1D0JE400532	89860117795950224184	20180712115954	3300.0	526.2	20180712115954	104.002767	30.730395
吉400533	LGHC4V1D2JE400533	89860117795950221396	20180712115947	2907.0	546.1	20180712115947	103.951227	30.753948
吉400534	LGHC4V1D4JE400534	89860117795950222170	20180712115802	237.0	0.0	20180712115402	106.654588	29.744142
吉400536	LGHC4V1D8JE400536	89860117795950079117	20180712115946	2456.0	574.5	20180712115946	103.96408	30.561188
吉400544	LGHC4V1D7JE400544	89860117795950079844	20180712115841	2028.0	566.6	20180712115841	103.997263	30.69062
吉400546	LGHC4V1D0JE400546	89860117795950078531	20180712115932	1927.0	564.6	20180712115506	104.059905	30.603647
吉400142	LGHC4V1D9JE400142	89860117795950079026	20180712111422	6657.0	562.3	20180712111016	113.501763	23.13627
吉400143	LGHC4V1D0JE400143	89860117795950074886	20180712115942	8171.0	549.4	20180712115942	113.012162	23.110928
吉400144	LGHC4V1D2JE400144	89860117795950221651	20180712114810	3485.0	0.0	20180712094221	108.090952	24.697475
吉400145	LGHC4V1D4JE400145	89860117795950077822	20180712110723	1897.0	522.6	20180711182540	113.039807	23.207048
吉400146	LGHC4V1D6JE400146	89860117795950221750	20180712110223	1252.0	542.5	20180702154742	113.508853	23.113287
吉400154	LGHC4V1D5JE400154	89860117795950077509	20180712112838	344.0	0.0	20180711143737	113.509722	23.113447
吉400156	LGHC4V1D9JE400156	89860117795950079059	20180712111317	3690.0	553.1	20180712111147	113.501358	23.135935
吉400168	LGHC4V1D5JE400168	89860117795950224473	20180712113610	1484.0	537.6	20180702152033	113.509012	23.113382
吉400169	LGHC4V1D7JE400169	89860117795950222550	20180712112459	4796.0	564.5	20180712112019	113.510348	23.116107
吉400170	LGHC4V1D3JE400170	89860117795950220281	20180712110227	5634.0	579.0	20180712110057	113.499693	23.136937
吉400171	LGHC4V1D5JE400171	89860117795950079240	20180611234811	545.0	0.0	20180610232832	113.295578	23.309315
吉400173	LGHC4V1D9JE400173	89860117795950079679	20180712111812	507.0	534.5	20180702151456	113.50886	23.113428
吉400174	LGHC4V1D0JE400174	89860117795950224820	20180712093658	6037.0	581.0	20180712093658	113.352922	23.309002
吉400175	LGHC4V1D2JE400175	89860117795950077384	20180712112557	1473.0	540.4	20180628184533	113.509027	23.113192
吉400176	LGHC4V1D4JE400176	89860117795950222246	20180712110415	182.0	553.0	20180702160831	113.509073	23.11335
吉400181	LGHC4V1D8JE400181	89860117795950223780	20180712115449	1176.0	587.5	20180709180429	113.509613	23.113418
吉400182	LGHC4V1DXJE400182	89860117795950224978	20180712115910	433.0	585.0	20180707080843	113.509095	23.113442
吉400221	LGHC4V1D5JE400221	89860117795950221792	20180712115959	555.0	544.6	20180712115959	108.85004	34.173442
吉400222	LGHC4V1D7JE400222	89860117795950228342	20180712110948	752.0	550.6	20180712110818	108.773083	34.368003
吉400223	LGHC4V1D9JE400223	89860117795950224721	20180712113850	1194.0	531.8	20180712113721	108.836048	34.237107
吉400225	LGHC4V1D2JE400225	89860117795950222303	20180712110832	3164.0	536.1	20180712110702	108.715472	34.469965
吉400227	LGHC4V1D6JE400227	89860117795950221131	20180712115942	3344.0	570.5	20180712115942	109.46071	33.867693
吉400228	LGHC4V1D8JE400228	89860117795950220497	20180712115949	4268.0	525.2	20180712115949	108.941108	34.331457
吉400229	LGHC4V1DXJE400229	89860117795950224481	20180712115041	1202.0	587.6	20180712104710	108.773087	34.367995
吉400230	LGHC4V1D6JE400230	89860117795950221925	20180712115953	2620.0	549.5	20180712115953	108.922482	34.301368
吉400241	LGHC4V1D0JE400241	89860117795950075396	20180712115123	1362.0	0.0	20180712114953	108.96799	34.326048
吉400243	LGHC4V1D4JE400243	89860117795950222345	20180712113937	2793.0	0.0	20180712113807	109.008617	34.240625
吉400244	LGHC4V1D6JE400244	89860117795950221156	20180712112312	1825.0	553.5	20180712070656	108.858728	34.245503
吉400245	LGHC4V1D8JE400245	89860117795950223830	20180712115945	211.0	575.8	20180712115945	109.04984	34.276822
吉400183	LGHC4V1D1JE400183	89860117795950077319	20180712113544	2164.0	588.8	20180712103213	113.501528	23.136343
吉400185	LGHC4V1D5JE400185	89860117795950228573	20180712112219	258.0	524.7	20180702151351	113.509142	23.113332
吉400188	LGHC4V1D0JE400188	89860117795950222253	20180712110330	1664.0	553.8	20180707081323	113.509583	23.113418
吉400189	LGHC4V1D2JE400189	89860117795950228771	20180712101851	793.0	572.8	20180627170356	113.50899	23.113383
吉400190	LGHC4V1D9JE400190	89860117795950221719	20180712105848	1147.0	523.5	20180702160252	113.508992	23.113375
吉400192	LGHC4V1D2JE400192	89860117795950220232	20180712110714	952.0	546.5	20180628183544	113.50892	23.113307
吉400193	LGHC4V1D4JE400193	89860117795950221370	20180712113215	738.0	525.5	20180702151054	113.50886	23.113408
